traffic,rain,pop,dist,is_neg,deficit
2.67,77,5000,24.63,1,20
1.2,23,5000,26.76,1,15
1.88,66,15000,8.1,0,10
0.64,62,15000,17.66,0,10
2.16,93,15000,23.28,1,25
2.4,98,25000,9.38,1,25
1.3,47,5000,12.86,1,11
3.87,62,5000,16.2,0,15
3.68,77,15000,4.91,1,23
3.03,11,5000,1.75,1,11
2.37,27,25000,5.43,1,19
3.54,43,5000,19.18,0,17
0.96,92,5000,3.13,1,17
3.27,42,25000,6.5,1,23
0.94,16,15000,10.8,1,11
3.28,39,15000,3.26,1,17
1.47,48,5000,6.56,1,15
3.57,84,25000,27.43,0,25
3.8,56,15000,1.56,0,12
1.02,86,15000,19.95,1,19
2.12,83,15000,12.15,1,23
3.93,63,5000,20.51,1,23
2.19,74,25000,18.07,1,26
3.52,56,5000,7.48,1,15
2.56,97,15000,25.57,1,28
1.81,73,25000,15.27,0,19
1.5,73,5000,24.85,1,15
1.21,69,15000,12.77,1,17
3.17,99,15000,29.56,0,25
1.85,87,5000,23.34,0,15
2.29,75,15000,29.01,0,21
2.22,42,15000,15.92,0,12
2.52,22,25000,14.74,1,21
3.53,26,15000,22.91,0,21
3.93,57,5000,26.53,0,20
1.93,36,25000,28.96,0,22
3.4,5,5000,10.41,1,13
3.18,64,15000,24.16,1,30
2.51,5,25000,7.11,1,17
3.85,49,25000,16.82,0,25
1.2,21,25000,6.22,1,20
0.88,87,25000,11.07,0,15
3.49,24,5000,28.01,0,16
2.04,78,15000,5.24,0,15
3.46,89,15000,19.34,0,19
3.63,71,25000,18.2,1,30
0.72,50,15000,4.5,1,16
3.59,87,5000,10.45,1,18
2.07,47,15000,17.33,1,21
2.29,69,5000,6.43,0,6
2.69,98,5000,24.22,0,21
3.74,64,15000,29.19,0,24
0.57,59,5000,7.23,0,5
2.17,45,5000,6.42,0,3
2.91,35,5000,14.19,1,18
3.03,57,5000,22.69,1,25
2.92,75,25000,9.17,0,22
0.97,37,15000,1.58,0,10
1.55,10,25000,16.7,1,20
1.76,11,5000,28.74,1,16
3.32,41,15000,12.35,0,14
1.48,38,5000,13.18,1,10
1.24,70,15000,29.1,1,20
3.85,10,25000,21.14,0,25
0.53,35,15000,21.86,0,8
3.99,51,5000,17.32,1,16
2.87,30,15000,29.26,1,24
3.4,32,15000,20.98,0,20
1.53,12,25000,26.96,1,19
0.55,17,5000,21.28,1,10
3.08,40,15000,22.32,1,24
3.42,57,25000,9.42,0,18
3.09,55,15000,9.8,1,20
1.0,23,5000,23.71,1,14
3.14,72,15000,9.6,0,14
3.19,30,15000,17.32,0,14
2.8,54,15000,8.23,1,20
3.18,9,15000,24.69,0,15
3.46,59,5000,4.2,0,9
2.65,1,25000,25.05,1,28
0.81,14,25000,18.48,0,18
2.21,2,15000,6.42,1,13
0.77,42,5000,16.72,1,11
1.93,30,5000,9.19,0,6
1.92,69,5000,10.38,1,14
0.73,66,5000,11.19,1,14
1.72,55,5000,2.84,1,13
0.89,62,5000,29.59,1,14
3.33,74,15000,1.91,1,16
3.82,14,25000,20.21,0,24
0.75,91,25000,11.77,0,13
3.84,9,15000,19.73,1,23
2.33,37,25000,11.33,1,23
1.55,46,5000,20.54,0,7
0.77,56,5000,22.15,1,6
2.25,49,25000,21.03,1,28
3.28,70,5000,4.3,1,14
2.97,14,5000,20.05,0,9
0.68,17,25000,9.12,1,20
0.76,81,15000,1.84,0,10
1.91,87,25000,13.03,1,22
1.53,1,25000,13.57,1,20
1.31,83,25000,14.55,0,17
1.48,97,25000,21.44,0,18
3.31,42,15000,9.96,1,18
3.75,25,15000,10.14,1,17
1.92,70,5000,2.76,1,14
3.67,37,5000,20.92,0,13
1.63,93,25000,17.47,1,23
2.17,41,5000,11.13,0,8
1.29,4,15000,21.45,1,19
2.74,10,5000,16.58,1,16
3.93,64,5000,14.61,1,21
2.61,33,5000,15.83,1,16
1.75,0,25000,19.45,1,23
2.77,82,5000,20.14,1,24
0.93,1,15000,9.38,1,12
3.61,84,15000,5.08,0,13
2.26,19,15000,5.54,1,15
2.07,60,15000,19.54,1,22
2.55,86,5000,26.31,1,23
2.69,20,25000,12.88,1,21
0.75,87,15000,5.92,0,11
2.89,67,15000,22.94,0,24
1.35,11,25000,25.14,1,22
3.0,21,25000,26.54,1,25
3.38,19,15000,18.6,0,16
3.31,81,15000,25.96,0,23
2.43,0,25000,1.45,0,10
2.32,29,15000,4.11,1,15
1.0,96,15000,3.68,0,12
3.21,23,5000,21.67,0,15
1.45,13,25000,3.02,1,18
2.24,35,5000,15.39,1,17
1.49,68,5000,14.71,1,12
0.97,74,25000,10.01,0,15
2.7,23,5000,26.24,0,15
0.69,59,15000,5.94,0,10
3.12,94,5000,11.22,0,11
1.61,54,25000,23.45,1,23
0.5,76,15000,1.88,0,8
2.29,79,15000,20.52,1,25
0.66,23,15000,24.68,0,6
1.47,76,15000,28.04,0,13
2.97,23,5000,26.41,0,16
0.72,53,5000,10.26,1,13
3.44,25,15000,18.0,0,13
0.51,65,25000,3.24,1,21
1.36,79,15000,8.48,1,18
3.09,37,5000,3.73,1,13
1.61,64,15000,10.14,1,18
0.86,74,5000,26.38,0,10
1.76,50,15000,11.07,0,12
1.45,34,25000,17.3,1,22
3.45,42,15000,13.57,1,22
1.6,28,25000,14.31,0,15
3.26,36,25000,29.12,0,26
3.62,80,15000,9.59,1,22
2.02,57,25000,19.19,0,20
3.68,53,25000,13.18,0,24
1.82,38,5000,2.77,0,6
3.87,41,5000,15.19,1,20
0.81,27,25000,24.59,1,23
2.9,28,15000,3.86,1,16
2.23,42,25000,3.02,1,17
1.86,2,15000,5.46,1,12
2.71,9,5000,23.17,0,16
2.96,58,15000,22.0,0,17
0.52,13,25000,17.39,0,13
1.08,75,25000,14.58,1,20
3.0,46,25000,26.76,0,27
2.83,41,25000,23.23,1,27
3.88,93,25000,24.55,1,35
3.16,31,15000,24.58,1,25
3.83,31,25000,19.64,1,30
2.96,41,5000,14.28,1,17
1.54,31,25000,26.08,1,25
0.87,25,15000,27.85,0,12
3.24,0,25000,1.69,1,17
2.75,55,25000,2.5,0,15
0.67,1,15000,28.8,1,16
1.76,80,25000,9.04,0,16
3.85,29,15000,26.33,1,28
2.25,70,25000,12.28,1,27
2.01,51,5000,4.45,0,7
2.1,90,25000,3.33,1,22
1.23,8,15000,5.54,1,12
1.79,21,5000,8.25,0,2
1.79,33,15000,15.17,0,11
0.68,48,25000,21.34,1,20
3.19,0,5000,29.61,0,16
1.96,72,15000,13.8,0,15
3.38,83,5000,16.03,1,23
3.48,52,5000,16.13,0,15
1.24,82,15000,16.64,1,18
2.8,99,5000,16.01,0,15
2.15,39,15000,1.25,1,13
3.58,44,5000,1.05,1,7
1.26,67,5000,3.83,1,12
2.87,8,5000,3.95,0,7
2.63,21,25000,21.44,1,25
1.53,17,25000,6.94,0,14
0.98,75,15000,26.95,1,18
2.78,42,5000,27.93,1,23
3.09,38,15000,29.3,1,27
1.6,72,25000,28.23,0,23
2.76,5,25000,8.88,1,19
1.88,82,25000,15.78,1,23
3.0,47,25000,6.09,0,18
1.2,6,15000,24.38,1,16
3.62,79,5000,26.76,1,27
1.51,68,15000,25.69,0,14
1.79,15,5000,13.57,0,8
0.7,0,25000,23.0,0,15
0.89,36,5000,3.83,1,9
2.31,82,25000,2.17,0,16
1.44,36,15000,22.84,1,20
3.42,80,5000,13.34,1,19
0.55,63,15000,29.87,0,15
1.83,89,25000,3.82,0,19
1.68,85,15000,25.81,1,21
0.57,61,25000,14.92,0,17
0.94,71,25000,24.99,0,18
1.95,60,25000,24.7,1,27
2.23,32,15000,27.56,0,16
1.92,65,15000,9.64,0,9
2.36,29,5000,28.54,0,14
2.58,19,5000,5.4,1,12
0.53,59,15000,3.38,0,13
2.12,81,15000,13.52,0,13
3.87,73,15000,25.02,1,27
2.32,23,15000,14.73,1,16
2.87,3,25000,25.05,1,30
1.59,36,25000,22.16,1,22
3.21,3,25000,7.07,0,16
3.21,76,15000,28.52,1,30
2.32,88,25000,2.76,1,19
3.92,76,25000,27.05,0,34
0.94,17,5000,9.83,1,13
0.56,87,5000,15.5,1,13
3.2,65,25000,13.25,0,22
3.33,47,25000,5.98,1,22
0.92,32,25000,11.39,1,20
1.43,57,15000,6.6,0,14
0.56,82,5000,6.91,0,4
1.53,72,5000,6.42,0,6
3.21,27,5000,15.18,0,11
2.31,34,25000,24.14,0,21
1.72,9,15000,17.5,0,8
1.8,64,5000,26.9,0,14
0.5,41,5000,19.46,0,3
1.55,84,15000,20.99,0,13
2.76,8,25000,20.36,0,18
3.91,59,25000,14.03,0,25
3.46,14,5000,20.99,0,19
0.58,98,5000,3.02,1,14
3.64,56,15000,25.94,0,22
3.24,68,5000,23.56,0,17
3.23,21,15000,8.11,0,12
2.1,63,5000,23.27,0,15
1.89,40,5000,1.37,0,2
1.56,86,5000,7.3,1,16
0.73,70,25000,2.89,1,17
1.3,55,15000,23.63,1,18
1.36,22,15000,22.92,1,18
2.19,24,25000,24.6,0,20
3.12,90,25000,1.13,1,21
2.16,5,25000,15.54,1,22
0.7,33,15000,21.44,0,10
3.85,62,5000,5.51,1,11
3.8,8,25000,19.84,1,29
3.25,59,25000,3.44,0,16
3.97,48,25000,6.26,0,19
2.41,96,5000,14.8,1,22
3.87,50,5000,19.95,0,17
0.76,59,25000,5.23,1,22
1.78,69,5000,6.37,0,7
1.29,36,25000,6.93,1,16
1.19,30,5000,7.92,1,13
0.99,97,15000,7.57,1,19
2.68,40,15000,12.46,0,13
3.23,61,5000,19.96,0,15
2.52,92,15000,13.7,1,23
1.01,57,15000,23.5,0,12
3.34,13,15000,21.86,0,18
2.73,35,25000,4.67,1,18
1.86,35,5000,2.42,0,3
2.86,78,5000,26.46,0,15
1.41,7,5000,3.32,1,14
1.71,25,15000,5.3,1,15
3.71,35,25000,1.64,0,15
1.52,47,5000,19.22,0,7
2.14,84,15000,17.89,0,16
3.62,27,25000,29.62,1,35
2.98,67,25000,26.72,0,28
0.72,61,5000,12.91,0,5
1.02,79,5000,11.78,0,7
0.53,85,15000,9.61,0,9
2.71,75,5000,5.42,0,8
2.07,79,15000,5.0,0,9
0.97,50,25000,4.84,1,16
3.85,41,25000,4.31,1,21
2.35,28,25000,7.97,1,22
1.35,81,25000,9.89,0,14
2.25,9,5000,28.89,0,11
2.88,38,5000,17.78,1,17
0.77,81,15000,29.64,1,23
1.46,0,15000,11.8,1,9
3.32,38,15000,14.27,1,22
2.11,20,15000,10.41,1,18
2.41,64,15000,6.3,0,10
2.01,14,25000,5.15,0,12
0.65,3,25000,28.41,0,14
1.08,59,25000,29.62,0,18
2.06,60,15000,2.3,0,13
1.23,19,25000,5.36,1,18
0.67,9,25000,13.28,1,20
3.45,86,25000,6.4,0,19
3.93,33,25000,11.55,1,26
3.28,47,5000,4.74,0,5
3.49,32,15000,14.24,0,15
1.35,97,15000,8.88,1,19
3.86,60,5000,11.21,0,10
1.19,9,25000,3.74,0,13
3.83,53,25000,13.42,0,16
3.98,83,25000,29.51,1,40
2.99,64,15000,10.54,1,15
3.93,76,15000,26.42,0,25
2.49,0,15000,25.45,0,17
1.41,4,15000,28.61,1,16
2.03,79,15000,23.91,1,24
2.58,14,5000,20.13,1,17
0.76,27,15000,25.84,1,17
2.68,94,25000,3.19,0,15
3.93,22,15000,14.42,0,15
1.17,16,5000,29.69,0,5
3.27,97,25000,23.32,1,32
3.68,12,5000,28.9,1,26
3.8,13,25000,23.61,0,23
3.86,10,15000,26.37,1,27
2.33,27,5000,21.49,0,14
3.92,41,25000,23.05,1,31
3.15,95,15000,16.17,0,19
1.07,98,25000,27.8,0,20
2.17,60,5000,24.93,0,13
3.01,63,5000,25.47,0,18
1.37,30,5000,20.52,1,16
2.74,80,5000,9.83,0,12
2.83,72,15000,2.03,0,12
1.07,9,25000,28.13,0,11
2.48,7,15000,18.0,0,11
3.2,20,5000,9.65,1,13
2.25,76,25000,5.32,0,14
0.54,58,5000,25.06,0,5
0.53,49,15000,25.26,1,18
1.75,68,15000,24.62,0,16
3.74,69,15000,19.71,0,20
1.3,29,25000,11.61,0,13
2.72,94,25000,9.82,0,18
1.28,16,5000,1.25,1,9
1.63,74,25000,25.17,1,29
3.47,19,25000,3.54,1,15
3.05,47,15000,19.29,1,26
0.83,72,5000,15.62,1,18
2.0,1,15000,16.27,1,19
0.6,36,5000,27.87,0,4
2.18,0,5000,1.92,0,2
2.82,3,25000,23.43,0,22
0.91,99,15000,2.51,0,11
1.51,53,25000,2.11,1,18
1.89,24,25000,13.46,0,15
3.72,2,25000,2.83,0,9
3.98,8,5000,23.89,1,22
0.66,85,15000,16.36,0,9
3.16,86,15000,1.84,0,13
1.8,75,25000,2.17,1,19
1.87,73,5000,18.77,0,11
3.14,33,15000,24.38,0,18
3.71,42,15000,13.7,1,22
3.83,73,25000,17.08,0,25
2.52,93,5000,24.2,0,16
1.75,21,25000,18.7,0,15
3.26,69,15000,7.52,0,12
1.38,1,5000,18.78,0,11
2.47,93,25000,19.22,1,30
1.76,65,15000,22.29,0,15
2.8,31,25000,19.01,0,18
1.34,15,25000,29.11,0,14
1.17,75,25000,6.72,1,23
3.71,0,5000,28.58,1,22
0.86,71,15000,16.61,1,20
2.27,47,15000,20.49,0,17
1.27,49,15000,3.88,0,12
0.64,12,15000,12.04,0,9
0.63,14,5000,23.31,0,4
1.11,52,25000,21.5,0,16
3.53,43,15000,2.16,1,15
1.49,7,5000,16.85,0,6
3.83,73,25000,3.56,0,12
2.54,45,5000,29.88,1,17
2.03,68,5000,27.02,1,21
2.53,18,15000,1.61,1,13
2.31,37,15000,25.9,1,25
3.16,10,25000,27.66,1,29
1.49,42,25000,11.25,0,15
1.74,19,15000,21.87,0,15
3.63,19,5000,13.82,0,14
3.81,20,15000,20.0,0,18
3.62,81,25000,10.87,0,18
1.97,56,5000,10.35,1,16
3.23,49,5000,13.31,0,10
2.17,73,5000,5.22,0,6
2.24,97,15000,25.1,1,24
1.22,25,15000,11.11,1,14
2.57,29,25000,12.6,0,18
1.15,72,5000,26.93,0,8
1.66,30,5000,15.4,1,14
3.49,41,15000,16.78,0,17
1.22,67,25000,28.74,1,23
0.75,60,25000,26.72,0,19
0.74,60,5000,5.91,1,13
3.79,69,15000,14.72,1,23
2.27,77,5000,29.17,1,22
1.93,67,15000,11.8,0,15
3.34,89,25000,11.78,1,27
3.43,16,5000,6.66,1,15
1.66,18,5000,4.32,0,5
2.93,50,5000,22.47,0,15
3.2,69,25000,23.33,0,25
2.79,62,5000,29.1,1,30
1.03,92,25000,23.43,1,22
3.57,74,15000,8.06,1,18
2.39,79,25000,2.16,0,14
1.49,29,15000,29.58,0,17
1.99,24,25000,10.87,1,16
0.63,74,25000,10.05,0,11
0.95,70,5000,27.27,0,9
3.18,25,25000,17.97,1,30
0.5,55,5000,7.23,1,11
1.96,21,15000,26.78,0,13
2.33,88,15000,29.81,1,28
0.69,18,5000,3.51,0,7
3.91,30,15000,26.01,0,21
1.29,25,25000,12.32,1,21
1.56,41,5000,16.2,1,14
1.56,40,5000,27.53,0,12
1.31,99,5000,29.23,0,12
0.51,22,15000,8.6,1,15
3.05,46,15000,7.17,0,13
3.88,12,25000,3.33,0,14
1.29,88,25000,17.29,0,15
2.82,65,5000,1.39,0,3
3.1,65,25000,12.95,0,18
3.47,15,15000,3.13,1,15
1.98,72,25000,12.75,0,19
1.56,27,15000,2.16,0,6
1.64,76,25000,25.22,1,27
2.99,34,15000,7.08,1,19
3.36,40,15000,10.52,1,21
1.14,76,25000,26.23,0,17
1.8,30,25000,22.64,0,17
3.66,84,15000,7.35,1,18
3.32,31,5000,3.09,1,15
3.95,53,25000,21.75,1,32
3.14,97,15000,12.33,1,19
1.88,71,25000,23.22,1,29
2.57,58,25000,13.91,0,20
2.81,40,25000,11.03,1,25
0.77,65,25000,14.08,0,14
2.41,95,25000,22.71,0,22
2.98,53,5000,27.16,1,21
1.09,39,5000,2.44,1,15
3.23,27,5000,16.2,1,16
2.54,36,15000,1.95,1,13
3.83,64,5000,14.58,1,18
0.65,73,5000,26.67,0,8
1.43,54,15000,11.49,1,20
2.61,3,5000,28.04,1,20
1.54,98,25000,19.29,0,22
3.0,9,5000,28.09,1,22
3.16,46,5000,22.96,1,21
0.86,74,5000,4.0,1,10
2.3,13,25000,7.7,0,16
2.28,37,25000,12.43,1,24
1.79,11,25000,5.93,1,20
3.77,44,25000,15.35,1,29
3.4,16,15000,14.67,1,19
2.94,79,25000,28.73,0,27
3.0,34,25000,13.58,1,26
2.12,65,25000,23.78,0,23
3.72,74,25000,28.32,1,36
2.93,40,15000,26.43,1,30
3.05,66,5000,7.05,1,16
3.52,28,5000,15.38,0,14
1.46,17,25000,11.08,1,20
3.32,19,25000,12.6,1,22
1.18,13,25000,11.46,0,15
1.71,33,5000,24.96,1,18
1.67,48,5000,14.11,1,15
3.92,53,25000,16.19,1,26
3.5,30,5000,29.49,1,27
2.95,57,15000,2.74,0,8
3.04,41,25000,15.15,0,21
2.47,57,25000,23.45,0,19
3.81,81,15000,5.38,1,17
2.24,29,15000,18.73,1,20
1.83,24,5000,7.94,1,13
1.07,62,15000,26.15,1,20
3.25,18,25000,10.49,0,15
3.07,71,5000,10.54,1,19
1.85,91,15000,18.35,0,16
0.59,7,5000,6.32,1,9
3.44,94,5000,9.26,1,17
0.54,2,5000,13.08,0,2
2.96,66,5000,11.26,1,19
3.9,85,15000,16.22,0,18
2.03,80,25000,18.39,0,23
1.32,99,25000,17.43,1,23
2.97,16,15000,19.97,0,16
3.36,13,25000,9.92,0,16
2.41,8,5000,4.67,1,10
3.88,61,5000,23.06,0,20
0.68,93,5000,25.67,0,11
2.27,20,15000,8.45,1,17
3.01,75,5000,12.81,0,9
3.52,36,5000,15.46,1,16
1.13,95,15000,16.47,0,11
3.3,10,5000,20.13,1,18
2.43,19,5000,2.21,1,14
1.89,34,25000,21.92,1,24
0.96,52,15000,2.8,1,19
3.53,46,5000,14.58,1,18
1.05,74,5000,25.0,0,10
1.58,51,5000,14.09,1,15
1.52,7,5000,5.32,1,9
3.55,3,25000,29.57,0,26
2.85,26,25000,26.79,1,25
3.29,43,25000,23.37,0,22
1.38,39,25000,12.93,0,11
2.69,46,15000,6.33,1,18
2.5,93,5000,28.3,0,15
3.41,43,25000,16.44,0,23
3.67,47,5000,25.72,0,19
0.54,90,15000,10.92,1,19
2.86,84,5000,10.72,0,10
0.68,51,5000,29.58,1,11
2.42,83,25000,16.13,1,25
1.51,67,25000,5.08,0,17
1.57,10,15000,7.37,1,18
1.74,76,5000,14.98,0,11
2.67,72,25000,2.23,0,12
1.67,3,25000,14.41,1,18
3.06,75,25000,13.15,1,23
1.92,72,15000,23.6,1,22
0.74,76,5000,11.29,0,6
3.24,47,25000,29.49,0,26
1.5,25,5000,6.24,0,3
2.01,76,15000,18.14,1,19
2.9,38,5000,3.6,0,6
1.66,91,25000,22.28,0,21
0.7,57,5000,29.85,0,6
1.81,18,5000,24.76,0,11
3.81,87,15000,17.12,1,28
2.75,82,15000,15.06,0,12
2.85,76,5000,25.22,1,26
2.71,76,5000,28.14,0,19
1.2,57,5000,29.69,0,12
1.96,27,15000,12.5,0,9
3.13,65,15000,29.74,1,31
0.85,9,5000,5.52,1,11
1.47,85,15000,8.35,1,17
1.47,76,25000,3.58,0,16
2.01,57,15000,8.88,0,11
3.93,72,15000,23.27,1,28
0.74,96,15000,25.73,0,13
2.32,13,25000,23.59,0,19
1.13,83,25000,19.3,1,23
3.9,14,25000,15.91,0,18
0.9,95,5000,21.55,0,10
1.91,32,5000,12.33,0,8
3.08,16,25000,25.4,1,29
2.97,23,5000,20.64,0,9
1.98,29,5000,21.24,1,15
1.71,61,5000,16.54,0,8
1.89,12,25000,26.67,1,28
1.42,61,15000,8.31,1,17
1.22,46,25000,12.05,1,20
2.19,15,25000,23.55,1,23
1.44,65,5000,15.29,0,8
1.51,80,5000,26.79,1,20
2.8,95,15000,11.05,0,12
3.89,42,15000,11.71,0,15
2.61,7,15000,26.77,1,22
0.77,2,15000,14.47,0,9
0.76,11,25000,15.97,0,14
3.83,83,15000,10.65,0,15
1.54,15,25000,9.02,0,10
0.82,77,5000,20.02,1,14
2.6,79,15000,4.48,0,14
2.68,58,5000,26.5,0,17
2.77,48,5000,23.6,0,13
1.44,62,25000,6.53,0,13
0.55,61,15000,21.13,0,10
3.88,48,25000,18.48,1,27
1.38,50,5000,6.35,0,7
2.87,32,15000,8.92,1,19
2.97,29,5000,12.86,0,8
2.64,58,5000,21.28,1,18
1.6,75,15000,19.52,0,13
1.45,14,15000,16.43,0,9
2.59,81,15000,23.28,1,24
3.53,91,25000,22.98,1,32
3.81,22,25000,18.92,1,29
0.87,77,5000,23.82,0,10
1.04,93,15000,10.69,1,17
3.81,96,5000,26.56,1,28
3.08,44,5000,18.83,1,20
3.59,61,5000,24.85,0,17
1.21,78,5000,16.84,0,9
2.56,70,5000,7.33,0,11
2.95,14,15000,16.73,1,20
2.88,45,25000,11.76,0,13
1.93,63,15000,21.23,0,10
0.55,45,15000,14.8,0,10
2.54,55,15000,25.25,0,19
1.39,43,25000,20.66,1,23
2.08,74,25000,20.85,0,21
3.85,28,25000,7.3,1,19
1.9,94,15000,29.54,1,24
3.44,61,25000,25.41,1,33
1.16,88,5000,23.88,1,18
2.85,51,25000,10.58,1,23
3.92,53,15000,16.53,1,22
0.86,87,15000,4.98,0,12
0.53,56,5000,16.62,1,12
2.02,82,25000,5.23,0,14
0.82,65,25000,17.04,1,17
3.12,21,5000,19.81,0,13
3.7,19,15000,12.32,1,19
2.02,32,15000,15.46,0,13
1.41,71,25000,26.39,0,19
2.02,24,25000,4.15,1,16
3.03,45,25000,23.96,1,30
0.53,72,25000,5.95,1,18
2.56,97,25000,2.06,1,19
2.65,56,15000,6.38,0,8
2.73,86,15000,23.19,0,20
1.35,4,15000,12.75,1,18
3.0,54,15000,26.3,1,27
0.82,60,5000,16.22,0,11
1.2,88,15000,1.65,1,20
3.57,7,5000,21.78,0,15
3.09,15,15000,4.2,1,18
0.55,47,25000,23.89,1,23
1.37,60,25000,5.87,0,17
1.25,14,25000,11.02,0,9
1.45,64,5000,23.08,1,16
1.37,21,15000,28.67,0,12
0.72,2,15000,11.77,1,16
2.11,53,5000,25.05,0,12
3.06,13,5000,6.53,1,15
2.62,35,5000,24.41,1,20
2.86,81,5000,20.07,1,21
0.78,81,5000,6.59,0,6
3.83,66,25000,9.77,0,19
3.43,9,15000,4.82,0,9
3.32,48,5000,12.11,0,10
3.38,64,25000,6.91,1,22
3.76,90,5000,19.68,0,17
2.4,56,25000,29.84,0,27
1.2,26,5000,1.35,0,8
2.66,74,15000,16.69,1,21
3.1,4,5000,17.64,0,12
3.08,70,5000,27.51,0,17
2.33,82,15000,15.67,1,21
0.74,56,15000,16.77,1,14
1.8,92,5000,14.68,1,19
3.72,14,15000,8.8,1,19
2.55,98,15000,2.62,1,19
2.38,75,25000,12.85,1,26
1.44,29,15000,2.53,1,12
1.79,19,15000,16.96,0,11
3.63,36,5000,9.91,1,16
2.83,2,5000,16.47,1,14
3.26,72,25000,4.89,1,22
2.09,40,5000,28.05,1,17
2.71,38,15000,26.94,1,28
1.37,25,15000,6.51,0,10
2.97,1,15000,10.96,0,13
2.0,22,5000,18.79,0,10
2.05,22,15000,3.77,0,6
2.77,84,15000,11.28,0,14
3.78,15,25000,8.28,0,14
0.72,8,25000,27.55,0,13
3.39,12,25000,25.72,1,32
1.52,27,5000,17.82,1,10
2.05,26,15000,16.09,1,17
0.58,50,15000,27.99,1,16
1.55,63,15000,28.04,1,19
2.26,51,25000,29.11,1,29
0.7,80,15000,4.64,0,10
2.22,37,15000,5.66,1,18
3.74,99,15000,20.63,1,28
0.87,64,15000,16.7,1,18
3.18,17,15000,1.54,0,8
1.93,62,5000,2.8,0,1
2.79,50,15000,26.75,0,17
1.41,8,5000,26.2,1,15
1.06,12,15000,11.36,1,15
1.06,39,5000,26.84,1,14
0.75,54,15000,18.22,0,13
1.15,78,15000,24.37,0,15
2.82,42,15000,13.4,1,23
3.59,43,15000,4.29,0,6
3.35,67,25000,13.58,1,30
2.9,32,15000,14.26,0,13
0.89,23,5000,16.98,0,5
1.51,35,25000,4.06,0,15
1.58,9,25000,29.75,1,19
1.37,99,15000,8.08,0,12
2.3,19,5000,6.76,1,13
2.37,74,5000,16.28,1,16
1.75,11,25000,16.58,1,23
1.74,61,5000,13.75,0,10
3.4,17,15000,23.38,0,19
3.26,93,15000,15.98,0,20
1.58,62,15000,18.68,1,22
3.7,83,15000,21.99,0,24
3.83,24,15000,1.73,0,10
1.64,11,25000,17.55,1,19
1.74,20,15000,26.64,1,21
2.27,24,15000,1.5,1,15
3.79,10,25000,12.75,0,20
3.57,63,25000,27.86,0,26
0.86,72,25000,11.24,1,23
1.87,49,5000,14.3,0,7
2.44,61,5000,29.46,1,27
2.26,88,15000,6.78,0,11
1.18,98,15000,2.89,1,15
3.51,95,15000,25.92,0,24
2.87,48,5000,26.19,1,24
3.43,13,15000,14.69,1,21
3.51,0,15000,15.91,1,24
3.12,80,5000,25.24,0,17
2.04,24,25000,22.42,0,17
2.64,58,5000,8.69,0,7
1.06,71,15000,1.49,1,15
2.86,68,5000,14.91,1,15
1.13,4,25000,25.91,1,19
2.93,98,25000,26.98,1,30
1.3,18,25000,28.73,1,24
0.91,22,25000,26.51,1,24
1.08,8,25000,17.82,1,20
0.51,93,25000,13.89,1,20
3.02,49,15000,23.47,1,27
3.06,15,15000,22.45,0,17
2.3,32,5000,16.61,1,17
1.06,1,15000,3.53,0,5
0.79,13,25000,27.86,1,18
0.57,0,15000,14.21,0,9
1.08,89,5000,11.54,1,14
3.62,57,25000,19.26,0,25
1.35,88,15000,20.54,1,19
1.74,15,15000,7.11,1,15
0.87,78,5000,25.27,1,16
1.28,89,25000,9.41,0,13
2.32,46,5000,6.41,1,13
2.63,43,25000,12.79,0,13
1.36,79,25000,22.19,0,21
0.7,13,15000,29.0,0,7
1.87,92,5000,24.47,0,13
1.32,23,5000,28.27,0,9
1.27,54,5000,5.08,1,10
3.86,14,25000,3.06,0,16
2.66,82,5000,17.17,0,12
2.45,71,25000,9.42,0,16
1.96,33,5000,25.01,0,10
2.0,1,5000,20.49,1,13
2.39,26,15000,29.15,1,24
2.94,73,5000,8.39,1,17
2.96,98,15000,15.09,0,18
1.1,86,15000,15.54,0,11
2.25,71,25000,7.94,0,16
1.94,91,5000,18.11,1,15
3.55,22,5000,13.86,0,13
2.71,67,5000,13.95,1,16
2.36,13,15000,11.52,0,10
0.9,62,5000,1.49,0,1
2.62,92,25000,16.14,1,26
0.91,64,25000,10.72,0,18
1.68,67,5000,1.04,1,13
1.0,62,15000,9.93,0,13
2.92,95,25000,9.08,1,25
1.22,96,25000,12.41,0,12
1.87,89,15000,4.82,0,12
3.63,80,25000,15.72,0,23
1.22,86,15000,21.08,0,16
2.28,63,25000,19.28,0,20
1.97,31,15000,24.31,1,19
0.56,78,25000,14.11,1,21
3.27,12,5000,16.05,0,10
0.74,65,25000,24.5,1,23
2.16,18,25000,13.4,1,21
2.46,23,5000,21.35,1,15
2.7,87,5000,13.6,1,19
2.91,10,5000,13.11,0,7
1.39,58,5000,23.05,1,15
0.53,85,15000,6.07,1,16
3.03,14,15000,10.82,0,12
2.37,9,25000,7.5,0,10
3.43,40,25000,11.41,0,18
3.37,26,25000,7.68,0,17
3.45,59,15000,17.8,0,18
2.2,72,25000,24.15,0,20
1.67,51,25000,23.81,0,18
3.27,27,15000,11.57,0,14
2.08,64,25000,29.67,1,30
1.14,16,15000,18.22,0,13
3.49,94,15000,12.58,1,20
3.59,43,5000,25.23,0,18
2.13,9,5000,22.17,0,10
0.76,62,15000,22.73,1,18
